id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5110944327,A5110944327,François‐Xavier Vialard,Laboratoire d'Informatique Gaspard-Monge,I4210152518,facility,research_institute,Other,Laboratoire d'Informatique Gaspard-Monge,research_institute,Other,Laboratoire d'Informatique Gaspard-Monge;Université Gustave Eiffel,Other,True,True,2,2024,0.0004202073022691194,16.0,0.0,1.194739845496446e-49,278
A5110947683,A5110947683,David Alvarez-Melis,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.2366903582865933e-17,768
A5110953659,A5110953659,Fangwei Huang,Peking University,I20231570,education,education,Other,Peking University,education,Other,Peking University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2137
A5110954356,A5110954356,Ye Qian,Goshen College,I110181903,education,education,Other,Goshen College,education,Other,Goshen College,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.141538552585562e-18,375
A5110966370,A5110966370,Anh Dao,Michigan State University,I87216513,education,education,Other,Michigan State University,education,Other,Michigan State University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.8205528810187634e-63,135
A5110972561,A5110972561,Gopinath Ganapathy,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1477
A5110976021,A5110976021,G Varun,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0005135867027733682,11.0,0.0,9.032692537467102e-54,59
A5110979085,A5110979085,Yingping Han,Xidian University,I149594827,education,education,Other,Xidian University,education,Other,Xidian University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.1187375951495783e-65,1064
A5110983174,A5110983174,Pengyang Ling,University of Science and Technology of China,I126520041,education,education,Other,University of Science and Technology of China,education,Other,University of Science and Technology of China,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,1137
A5110985473,A5110985473,Chloe R. Bennett,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.0007003455037818657,15.0,0.0,1.936469229377709e-08,12
A5110986785,A5110986785,Haoyu Lu,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0006536558035297413,14.0,0.0,2.27743177721194e-19,367
A5110995457,A5110995457,Yun Fang Tu,Wenzhou University,I146620803,education,education,Other,Wenzhou University,education,Other,Wenzhou University;Wenzhou-Kean University,Other,True,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2834
A5110999110,A5110999110,Xiuying Chen,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.1277806118365883e-15,92
A5111005060,A5111005060,Kyle Lacey,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,4.6660163073197247e-48,982
A5111007649,A5111007649,Heng Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.001354001307311607,29.0,0.0,8.149975747189027e-12,32
A5111015066,A5111015066,Xiao Xiang Zhu,Technical University of Munich,I62916508,education,education,Other,Technical University of Munich,education,Other,Technical University of Munich,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,3.5189986944505595e-56,1027
A5111018264,A5111018264,Chenwang Wu,University of Science and Technology of China,I126520041,education,education,Other,University of Science and Technology of China,education,Other,University of Science and Technology of China,Other,False,False,1,2024,0.0005602764030254925,12.0,0.0,1.7633243744555625e-11,115
A5111019859,A5111019859,Hongkun Hao,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,3.437762222942113e-14,246
A5111019882,A5111019882,Tong Xu,University of Science and Technology of China,I126520041,education,education,Other,University of Science and Technology of China,education,Other,University of Science and Technology of China,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,1.737531742346023e-12,414
A5111021769,A5111021769,Jacob Abel,ID Genomics (United States),I4210118837,company,company,Other,ID Genomics (United States),company,Other,ID Genomics (United States);Providence College,Other,True,True,1,2024,0.0007003455037818657,15.0,0.0,6.890562153075609e-06,0
A5111023416,A5111023416,Haiyang Xu,Alibaba Group (United States),I4210095624,company,company,Other,Alibaba Group (United States),company,Other,Alibaba Group (United States),Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,2.1966124403995789e-13,103
A5111023417,A5111023417,Dewei Zhou,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.595301463238211e-17,65
A5111024464,A5111024464,Mingyue Huo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,8.55389313947091e-12,280
A5111026529,A5111026529,S Agrawal,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,9.337940050424876e-05,4.0,0.0,8.58901067044337e-86,1694
A5111026712,A5111026712,Zifan Song,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2857
A5111028160,A5111028160,Xu Dong,University of Hong Kong,I889458895,education,education,Other,University of Hong Kong,education,Other,University of Hong Kong,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1751
A5111029677,A5111029677,Shedan Yang,Kunming University of Science and Technology,I10660446,education,education,Other,Kunming University of Science and Technology,education,Other,Kunming University of Science and Technology,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,4.954668997128149e-46,288
A5111033324,A5111033324,Bo Wu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2858
A5111040935,A5111040935,Luke Fleming,Adam Smith Institute,I65644108,education,education,Other,Adam Smith Institute,education,Other,Adam Smith Institute,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,553
A5111046916,A5111046916,Jian Yang,Nanjing University of Science and Technology,I36399199,education,education,Other,Nanjing University of Science and Technology,education,Other,Nanjing University of Science and Technology,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1306
A5111050760,A5111050760,Zehao Ni,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,3.706245830394479e-12,246
A5111050809,A5111050809,Mitsutoshi Nagano,Tohoku University Hospital,I4210093896,healthcare,healthcare,Other,Tohoku University Hospital,healthcare,Other,Tohoku University Hospital,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1896
A5111054898,A5111054898,Wei Zhao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0009337940050424876,20.0,0.0,1.9180369267938278e-13,58
A5111055148,A5111055148,Pratyaksh Rao,New York University,I57206974,education,education,Other,New York University,education,Other,New York University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1530
A5111055160,A5111055160,Yuxuan Kuang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1947
A5111056004,A5111056004,Hariharan Subramonyam,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2060
A5111058254,A5111058254,Feng Zhou,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,994
A5111061946,A5111061946,Yuxuan Yin,"University of California, Santa Barbara",I154570441,education,education,Other,"University of California, Santa Barbara",education,Other,"University of California, Santa Barbara",Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2630
A5111062063,A5111062063,Aidi Lin,Chinese University of Hong Kong,I177725633,education,education,Other,Chinese University of Hong Kong,education,Other,Chinese University of Hong Kong;Shantou University,Other,True,False,1,2024,0.0007003455037818657,15.0,0.0,1.5379013162203512e-19,116
A5111064139,A5111064139,Yameng Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007937249042861144,17.0,0.0,1.8378808467949436e-14,657
A5111067279,A5111067279,Srbuhi Mirzoyan,Peking University,I20231570,education,education,Other,Peking University,education,Other,Peking University,Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,2.4207026329639943e-07,0
A5111071005,A5111071005,Chia‐Yi Su,College of the Holy Cross,I107139065,education,education,Other,College of the Holy Cross,education,Other,College of the Holy Cross;Holy Cross College;University of Notre Dame,Other,True,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2470
A5111071295,A5111071295,Minjia Mao,University of Delaware,I86501945,education,education,Other,University of Delaware,education,Other,University of Delaware,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,223
A5111073904,A5111073904,Weitao Ma,Harbin Institute of Technology,I204983213,education,education,Other,Harbin Institute of Technology,education,Other,Harbin Institute of Technology,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,4.975855554328451e-65,271
A5111082337,A5111082337,Aman Pankaj Adatia,Indian Institute of Technology Ropar,I119241673,education,education,Other,Indian Institute of Technology Ropar,education,Other,Indian Institute of Technology Ropar,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1645
A5111082341,A5111082341,Changyin Sun,Anhui University,I143868143,education,education,Other,Anhui University,education,Other,Anhui University;University of Waterloo,Other,True,False,1,2024,0.00032682790176487064,7.0,0.0,3.2752082773887194e-63,226
A5111084099,A5111084099,Swaroop Nath,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.9691006252941616e-13,2
A5111089095,A5111089095,Eric Hanchen Jiang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,1.3367042849192606e-73,824
A5111090174,A5111090174,Peng Cheng,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1918
A5111090196,A5111090196,Makesh Narsimhan Sreedhar,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,2.2432780039627915e-52,238
A5111092720,A5111092720,Meg Tong,Center for Human Genetics,I4210105714,nonprofit,nonprofit,Other,Center for Human Genetics,nonprofit,Other,Center for Human Genetics,Other,False,False,2,2024,0.0019609674105892237,43.0,0.0002633543148653022,2.598336828721295e-06,347
A5111096162,A5111096162,Tianyu Wang,Alibaba Group (China),I45928872,company,company,Other,Alibaba Group (China),company,Other,Alibaba Group (China),Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,445
A5111097308,A5111097308,Mengxi Xiao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0014473807078158557,31.0,0.0,3.11406326929261e-09,132
A5111098550,A5111098550,Saad Ullah,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.6488438215233464e-54,511
A5111105331,A5111105331,Arundhati S. Shanbhag,German Research Centre for Artificial Intelligence,I33256026,funder,unknown,Other,German Research Centre for Artificial Intelligence,unknown,Other,German Research Centre for Artificial Intelligence,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,580
A5111109294,A5111109294,Mohammed Nazeh Alimam,University of Applied Sciences Potsdam,I2800638415,education,education,Other,University of Applied Sciences Potsdam,education,Other,University of Applied Sciences Potsdam,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2426
A5111111339,A5111111339,Qi Tian,Huawei Technologies (China),I2250955327,company,company,Other,Huawei Technologies (China),company,Other,Huawei Technologies (China),Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,2.1329687948909313e-13,246
A5111111955,A5111111955,Yuqian Yuan,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,2236
A5111113755,A5111113755,Morris Sharp,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007003455037818657,15.0,0.0,6.303642907323464e-50,608
A5111114874,A5111114874,Kexin Li,University of Science and Technology Beijing,I92403157,education,education,Other,University of Science and Technology Beijing,education,Other,University of Science and Technology Beijing,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2407
A5111114902,A5111114902,Kai Lv,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.770498652010601e-13,74
A5111117315,A5111117315,Chuxiong Sun,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.7617873229081176e-61,1008
A5111117348,A5111117348,Peng Shu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,2656
A5111119725,A5111119725,S Prema,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,I1330855593,education,education,Other,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,education,Other,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,2132
A5111120658,A5111120658,Liangtai Sun,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0005135867027733682,11.0,0.0,8.490657135180201e-59,1934
A5111125501,A5111125501,Kevin Wei,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004202073022691194,9.0,0.0,9.561460882008441e-09,72
A5111125513,A5111125513,Xianda Wang,"Chinese University of Hong Kong, Shenzhen",I4210116924,education,education,Other,"Chinese University of Hong Kong, Shenzhen",education,Other,"Chinese University of Hong Kong, Shenzhen",Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,3.5269968056531454e-11,108
A5111128416,A5111128416,Saleh Nassar,Wolfson Medical Center,I2800717019,healthcare,healthcare,Other,Wolfson Medical Center,healthcare,Other,Wolfson Medical Center,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.4826874640198914e-06,17
A5111128653,A5111128653,Yunfan Shao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2859
A5111130444,A5111130444,Lefei Zhang,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0002334485012606219,10.0,0.0,3.43994971873254e-14,375
A5111131626,A5111131626,Yuanhao Pu,University of Science and Technology of China,I126520041,education,education,Other,University of Science and Technology of China,education,Other,University of Science and Technology of China,Other,False,False,1,2024,0.0005602764030254925,12.0,0.0,1.7633243744555625e-11,115
A5111131969,A5111131969,Junhong Lin,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004202073022691194,9.0,0.0,7.522549932471967e-17,74
A5111132054,A5111132054,Liya Hou,Zhejiang Lab,I4210123185,facility,research_institute,Other,Zhejiang Lab,research_institute,Other,Center for Life Sciences;Zhejiang Lab,Other,True,True,1,2024,0.0006536558035297413,14.0,0.0,7.798776656142019e-52,954
