author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5120352487,Shigeki Kusaka,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120356960,Hao Niu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120373771,Alexandru Lupsasca,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120409887,Manasa Koppula,2025,I86519309,The University of Texas at Austin,education,Other,False,True,False,False,False,False,False,The University of Texas at Austin,I86519309,education,education,Other,0
A5120415027,Xiang Yue,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120422313,Raphael Meyuchas,2025,I16391192;I2799810450,Sheba Medical Center;Tel Aviv University,education;healthcare,Other,False,True,False,True,True,False,False,Tel Aviv University,I16391192,education,education,Other,0
A5120433495,Ezichi Adanna Anokwuru,2022,I157227730,University of East London,education,Other,False,True,False,False,False,False,False,University of East London,I157227730,education,education,Other,0
A5120441598,Jae-Woo Ju,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120442284,Sunayana Hubli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120446181,Muhammad Ahtesham,2025,I122266389,University of Nebraska at Omaha,education,Other,False,True,False,False,False,False,False,University of Nebraska at Omaha,I122266389,education,education,Other,0
A5120456816,Fnu Madhulika,2025,I86519309,The University of Texas at Austin,education,Other,False,True,False,False,False,False,False,The University of Texas at Austin,I86519309,education,education,Other,0
A5120461689,Sadhika Malladi,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120467484,Derya Unutmaz,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120467485,Kevin Weil,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120467486,Nikita Zhivotovskiy,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120467488,Timothy Gowers,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120492704,Siva Rama Krishna Kottapalli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120492705,Karthik Hubli,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120499605,Yi Zhong,2025,I111599522,Jiangnan University,education,Other,False,True,False,False,False,False,False,Jiangnan University,I111599522,education,education,Other,0
A5120504005,Yanruixue Xie,2025,I204831749,Southwestern University of Finance and Economics,education,Other,False,True,False,False,False,False,False,Southwestern University of Finance and Economics,I204831749,education,education,Other,0
A5120504839,Navya Sreeramoju,2025,I86519309,The University of Texas at Austin,education,Other,False,True,False,False,False,False,False,The University of Texas at Austin,I86519309,education,education,Other,0
A5120508455,Eleanor Spens,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120508928,Kaiyue Wen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120514235,Kecheng Liang,2025,I157773358,Sun Yat-sen University,education,Other,False,True,False,False,False,False,False,Sun Yat-sen University,I157773358,education,education,Other,0
A5120535899,Maria Johnson Irudayam,2025,I118073183,Meharry Medical College,education,Other,False,True,False,False,False,False,False,Meharry Medical College,I118073183,education,education,Other,0
A5120543751,Dana Moukheiiber,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120551885,Shah Md Nehal Hasnaeen,2025,I75027704,University of Tennessee at Knoxville,education,Other,False,True,False,False,False,False,False,University of Tennessee at Knoxville,I75027704,education,education,Other,0
A5120557630,Jonas Werner,2025,I161046081;I2801240073,University Medical Center Freiburg;University of Freiburg,education;healthcare,Other,False,True,False,True,True,False,False,University of Freiburg,I161046081,education,education,Other,0
A5120579688,Akhil Rajeev P,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120581692,Tram Truong-Huu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120592089,Yu Cheng Chih,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120594121,Gayathri Botla,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120596949,Mikołaj J. Gawkowski,2025,I45129253,University College London,education,Other,False,True,False,False,False,False,False,University College London,I45129253,education,education,Other,0
A5120596950,Jonas Grandel,2025,I1330165540;I76198965,Federal Institute For Materials Research and Testing;Friedrich Schiller University Jena,education;facility,Other,False,True,True,True,True,False,False,Federal Institute For Materials Research and Testing,I1330165540,facility,research_institute,Other,0
A5120599029,Yuke Qiu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120606633,Sachin Goyal,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120610235,Mehtaab Sawhney,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120621036,Andrea Della Penna,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120625689,Annabella Chow,2025,I95457486,"University of California, Berkeley",education,Other,False,True,False,False,False,False,False,"University of California, Berkeley",I95457486,education,education,Other,0
A5120645835,Sandeep Chandrashekhara,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120667112,Miao Cong,2025,I184983240,Northeast Normal University,education,Other,False,True,False,False,False,False,False,Northeast Normal University,I184983240,education,education,Other,0
A5120696625,Xiaojun Shan,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120703404,Sebastian Dohnány,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120707618,Daniel R. Jiang,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120712276,Tao Zhou,2025,I113992204,Hebei University of Economics and Business,education,Other,False,True,False,False,False,False,False,Hebei University of Economics and Business,I113992204,education,education,Other,0
A5120727985,Izak Tait,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120765537,José J. M. Uliana,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120765848,Ahsan Bilal,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120765849,David Ebert,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120775596,Orsteinn Elí Gíslason,2025,I165368041,University of Iceland,education,Other,False,True,False,False,False,False,False,University of Iceland,I165368041,education,education,Other,0
A5120779296,Yuecheng Cao,2025,I139759216,Beijing University of Posts and Telecommunications,education,Other,False,True,False,False,False,False,False,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,0
A5120790367,Zhibin Guo,2024,I139660479,Central South University,education,Other,False,True,False,False,False,False,False,Central South University,I139660479,education,education,Other,0
A5120790464,Qifan Zhang,2025,I76569877,Southeast University,education,Other,False,True,False,False,False,False,False,Southeast University,I76569877,education,education,Other,0
A5120793774,Dongyun Xue,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120794276,Liang Wang,2022,I25757504,China University of Mining and Technology,education,Other,False,True,False,False,False,False,False,China University of Mining and Technology,I25757504,education,education,Other,0
A5120796771,LASA Team,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120800123,Aadam,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120800124,Abdulrahman Abduljabbar,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120811349,Yong Tang,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120824555,Ravikiranreddy Kandadi,2025,I4210098074,P.V. Narsimha Rao Telangana Veterinary University,education,Other,False,True,False,False,False,False,False,P.V. Narsimha Rao Telangana Veterinary University,I4210098074,education,education,Other,0
A5120824575,Sai Yashwant Reddy Panthy,2025,I164861460;I4210165321,Manipal Academy of Higher Education;Manipal Hospital,education;healthcare,Other,False,True,False,True,True,False,False,Manipal Academy of Higher Education,I164861460,education,education,Other,0
A5120845843,Chunjin Jian,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120863215,Minh-Duc Bui,2025,I123565023;I23582244,Ho Chi Minh City University of Science;Vietnam National University Ho Chi Minh City,education,Other,False,True,False,True,False,False,False,Ho Chi Minh City University of Science,I23582244,education,education,Other,0
A5120863457,Bichen Wu,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120863465,Xiaopeng Cheng,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120867332,Katelin Zacour,2025,I8078737,Clemson University,education,Other,False,True,False,False,False,False,False,Clemson University,I8078737,education,education,Other,0
A5120870588,Alexander Cisneros,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120877311,Alin Matei,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5120950031,Tamonash Majumder,2025,I67357951,KIIT University,education,Other,False,True,False,False,False,False,False,KIIT University,I67357951,education,education,Other,0
A5120955286,Debangshu Roy,2025,I67357951,KIIT University,education,Other,False,True,False,False,False,False,False,KIIT University,I67357951,education,education,Other,0
A5120970300,Christian Ortiz,2025,I4210091634,Atlas Scientific (United States),company,Other,True,False,False,False,False,False,False,Atlas Scientific (United States),I4210091634,company,company,Other,0
A5120985057,Stefan Schöpf,2025,I241749;I4210128584,The Alan Turing Institute;University of Cambridge,education;facility,Other,False,True,True,True,True,False,False,The Alan Turing Institute,I4210128584,facility,research_institute,Other,0
A5120998585,Vikas Hassija,2025,I67357951,KIIT University,education,Other,False,True,False,False,False,False,False,KIIT University,I67357951,education,education,Other,0
A5121045346,Anurag Pathak,2025,I82571370,GLA University,education,Other,False,True,False,False,False,False,False,GLA University,I82571370,education,education,Other,0
A5121046133,Kheira A Tabet Aoul,2025,I201726411,United Arab Emirates University,education,Other,False,True,False,False,False,False,False,United Arab Emirates University,I201726411,education,education,Other,0
A5121125908,Zulfiqar Ali Mir,2025,I4210092225,ET Enterprises (United Kingdom),company,Other,True,False,False,False,False,False,False,ET Enterprises (United Kingdom),I4210092225,company,company,Other,0
A5121130511,Siddhata Govind,2025,I4210112253,Honda (Germany),company,Other,True,False,False,False,False,False,False,Honda (Germany),I4210112253,company,company,Other,0
A5121160920,Yanyu Wang,2025,I99065089,Tsinghua University,education,Other,False,True,False,False,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5121220511,Qian Guo,2025,I99065089,Tsinghua University,education,Other,False,True,False,False,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5121244839,Ariana Hernandez,2025,I1315649409,Institute on Taxation and Economic Policy,nonprofit,Other,False,False,False,False,False,False,False,Institute on Taxation and Economic Policy,I1315649409,nonprofit,nonprofit,Other,0
A5121255950,Nery Cassandra,2025,I4210152873,Cascadia Research Collective,nonprofit,Other,False,False,False,False,False,False,False,Cascadia Research Collective,I4210152873,nonprofit,nonprofit,Other,0
A5121260317,Alex Stark,2025,I4210142901,Vienna Biocenter,other,Other,False,False,False,False,False,False,False,Vienna Biocenter,I4210142901,other,unknown,Other,0
A5121261291,Sangryu Park,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5121264390,Benjamin Evans,2025,I1315649409,Institute on Taxation and Economic Policy,nonprofit,Other,False,False,False,False,False,False,False,Institute on Taxation and Economic Policy,I1315649409,nonprofit,nonprofit,Other,0
A5121264662,Chih-Hsiung Chen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5121267270,Chang-Wei Chen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5121271427,Fatimah Al-Ani,2025,I1315649409,Institute on Taxation and Economic Policy,nonprofit,Other,False,False,False,False,False,False,False,Institute on Taxation and Economic Policy,I1315649409,nonprofit,nonprofit,Other,0
A5121277569,Shawn Sidbon,2025,I1315649409,Institute on Taxation and Economic Policy,nonprofit,Other,False,False,False,False,False,False,False,Institute on Taxation and Economic Policy,I1315649409,nonprofit,nonprofit,Other,0
